	90		97		40	140		
	104		111		24	120		
	111		118		8			
	118		125		96			
	125		132					
	132		139		40			
	139		146		32			
	153		160		64			
	160		167		120			
	167		174		104			
	174		181		40			
	188		195		112			
	195		202		120			
	209		216		96			
	216		223		120			
	223		230		112			
	230		237		56			
	237		244		40			
	244		251		16	140		
	258		265		40	120		
	265		272		64	140		
	272		279		72	120		
	279		286		24	140		
	286		293		32			
	293		300		24			
	300		307		112	40		
	0	238	450	326	0	238	ffffff	/pictures/log/starfield/a.png
	6	240	13	260	16	80	ff0000	/fonts/title.png
	13		20		40	140		
	20		27		32			
	34		41		112	120		
	41		48		40			
	48		55		72			
	55		62		32	140		
	62		69		64	120		
	69		76		40			
	76		83		16	140		
	90		97		32			
	97		104		72	120		
	104		111		104			
	111		118		40			
	125		132		112			
	132		139		120			
	139		146		16	140		
	153		160		32			
	160		167		64	120		
	167		174		40			
	181		188		24	80		
	188		195		8	120		
	195		202		112			
	202		209		32	140		
	209		216		64	120		
	216		223		8			
	223		230		16	140		
	230		237		8	120		
	237		244		112			
	244		251		24	140		
	258		265			120		
	265		272		120			
	272		279		40	140		
	279		286		96	120		
	286		293		32			
	300		307					
	307		314		40			
	314		321		24	140		
	321		328		32			
	328		335		16			
	335		342		120	120		
	342		349		72	140		
	356		363		56			
	363		370		64	120		
	370		377		8			
	377		384		32	140		
	391		398		72			
	398		405		120	120		
	405		412		40	140		
	6	262	13	282	48	120		
	13		20		120			
	20		27		40	140		
	27		34		56	120		
	34		41		64			
	41		48		32	140		
	55		62					
	62		69		120	120		
	76		83		24	140		
	83		90		8	120		
	90		97		96			
	97		104		48	140		
	104		111		8	120		
	111		118		56			
	118		125		40			
	125		132		80	60		
	139		146		64	120		
	146		153		40	140		
	153		160		104	120		
	160		167		8			
	167		174		112			
	174		181		72			
	181		188		32	140		
	188		195		72			
	195		202		112	40		
	209		216		8	80		
	223		230		104	120		
	230		237		40			
	237		244		16	140		
	244		251		24	120		
	251		258		72	140		
	265		272					
	272		279		120	120		
	279		286		40	140		
	293		300			120		
	300		307		48	140		
	307		314		40	120		
	314		321		112			
	321		328		32	140		
	328		335		40			
	335		342		8	120		
	342		349		96			
	349		356					
	356		363		72	140		
	370		377		48	120		
	377		384		120			
	384		391		40	140		
	391		398		112	120		
	398		405		32			
	6	284	13	304	120			
	13		20		40	140		
	20		27		32			
	27		34		24			
	34		41		72	120		
	41		48		32			
	48		55		40			
	62		69		120			
	69		76		48			
	83		90		104			
	90		97		8			
	97		104		112			
	104		111		88			
	111		118		72			
	118		125		112			
	125		132		32			
	132		139		112	40		
	0	326	450	414	0	326	ffffff	/pictures/log/starfield/a.png
	6	328	13	348	72	100	ff0000	/fonts/title.png
	13		20		120	120		
	20		27		40	140		
	34		41		56			
	41		48		72	120		
	48		55		96			
	55		62					
	69		76		16			
	76		83		40			
	90		97		56	140		
	97		104		40	120		
	104		111		96			
	111		118		24			
	118		125		120			
	125		132		104			
	132		139		40			
	139		146		32			
	153		160		8			
	160		167		24	140		
	174		181		8	120		
	188		195		64			
	195		202		40			
	202		209		16	140		
	209		216		120	120		
	216		223		96	40		
	230		237		32	140		
	237		244		120	120		
	251		258		16			
	258		265		40			
	272		279		24	140		
	279		286		40			
	286		293		16			
	293		300		40	120		
	300		307		112	40		
	314		321		32	100		
	321		328		64	120		
	328		335		40			
	342		349		72			
	349		356		112			
	356		363		32			
	363		370		72			
	370		377		48	140		
	377		384		72	120		
	384		391		32			
	391		398		40	140		
	398		405		8	120		
	405		412		96			
	412		419		24	140		
	6	350	13	370	56			
	13		20		72	120		
	20		27		96			
	27		34					
	41		48		16			
	48		55		40			
	62		69		64			
	69		76		120			
	76		83		112			
	83		90		120			
	90		97		16	140		
	97		104		40	120		
	104		111		32			
	111		118		96	40		
	125		132		8	120		
	132		139		112			
	139		146		32			
	153		160			140		
	160		167		64	120		
	167		174		40			
	181		188		24			
	188		195		16	140		
	195		202		40	120		
	202		209		56	140		
	216		223		120	120		
	223		230		48			
	237		244		32	140		
	244		251		64	120		
	251		258		40			
	265		272		8	80		
	272		279		16	140		
	279		286		40	120		
	286		293		24	140		
	300		307		104	120		
	307		314		8			
	314		321		72	140		
	328		335		40	120		
	335		342		48	140		
	342		349		40	120		
	349		356		112			
	363		370		16			
	370		377		40			
	377		384		24			
	384		391		120			
	391		398		104			
	398		405		40			
	6	372	13	392	96			
	13		20		40			
	20		27		56			
	27		34		40			
	34		41		112			
	41		48		32			
	48		55		24	140		
	55		62		112	40		
	0	414	450	480	0	414	ffffff	/pictures/log/starfield/a.png
		480		502		0		
	6	416	13	436	16	80	ff0000	/fonts/title.png
	13		20		40	140		
	20		27		32			
	34		41					
	41		48		64	120		
	48		55		40			
	62		69		56			
	69		76		16	140		
	76		83		40	120		
	83		90		8			
	90		97		32	140		
	97		104		40	120		
	104		111		24	140		
	111		118		32			
	125		132		48			
	132		139		72	120		
	139		146		24			
	146		153		32	140		
	153		160		120	120		
	160		167		16	140		
	167		174		72	120		
	174		181		40			
	181		188		24	140		
	195		202		32			
	202		209		64	120		
	209		216		72			
	216		223		24	140		
	230		237		32	120		
	237		244		8			
	244		251		72	140		
	258		265		32	120		
	265		272		120			
	279		286		112			
	286		293		120			
	293		300		32	140		
	307		314		16	120		
	314		321		40			
	321		328		96			
	328		335		120			
	335		342		112			
	342		349		56			
	356		363		32	140		
	363		370		120	120		
	377		384		104			
	384		391		40			
	391		398		112			
	398		405			40		
	412		419		32	100		
	419		426		64	120		
	426		433		40			
	433		440		72	140		
	6	438	13	458	16	120		
	13		20		40			
	20		27		96			
	27		34		120			
	34		41		112			
	41		48		56			
	55		62		32	140		
	62		69		120	120		
	76		83		64			
	83		90		40	140		
	90		97		104	120		
	97		104		8			
	104		111		112			
	111		118		72			
	118		125		32	140		
	125		132		72			
	132		139		112	40		
	146		153		32	100		
	153		160		64	120		
	160		167		40			
	167		174		72	140		
	181		188		16	120		
	188		195		40			
	195		202		96			
	202		209		120			
	209		216		112			
	216		223		56			
	230		237		32	140		
	237		244		120	120		
	251		258					
	258		265		40	140		
	265		272		16			
	279		286		40			
	286		293		112	120		
	293		300		40			
	300		307		112			
	307		314		32			
	314		321		72			
	321		328		112			
	328		335		56			
	342		349		48			
	349		356		8			
	356		363		72			
	363		370		32	140		
	370		377		64	120		
	384		391		72			
	391		398		112			
	405		412		120			
	412		419		40	140		
	419		426		16			
	6	460	13	480	0			
	13		20		96	120		
	20		27		8			
	27		34		24			
	34		41		40			
	48		55		72			
	55		62		112			
	69		76		32	140		
	76		83		64	120		
	83		90		40			
	97		104			140		
	104		111		112	120		
	111		118		72			
	118		125		48	140		
	125		132		40	120		
	132		139		16	140		
	139		146		24			
	146		153		40	120		
	153		160		112	40		
	167		174		8	80		
	174		181		112	120		
	181		188		32			
	195		202		112			
	202		209		120			
	209		216		56	140		
	223		230		64	120		
	230		237		40	140		
	237		244		104	120		
	244		251		8			
	251		258		112			
	258		265		72			
	265		272		32	140		
	272		279		72			
	279		286		96	40		
	293		300		56	140		
	300		307		72	120		
	307		314		32	140		
	314		321		64	120		
	328		335		32			
	335		342		40	140		
	342		349			120		
	356		363		8			
	363		370		16	140		
	370		377					
	377		384		120	120		
	384		391		56			
	391		398		8			
	398		405		112			
	405		412		24			
	412		419		40			
	419		426		96	40		
	6	482	13	502	56	140		
	13		20		72	120		
	20		27		96			
	27		34					
	41		48		24			
	48		55		96			
	55		62		8			
	62		69		72			
	69		76		104			
	83		90		32	140		
	90		97		64	120		
	97		104		8			
	104		111		32	140		
	118		125		0			
	125		132		96	120		
	132		139		8			
	139		146		24			
	146		153		40			
	153		160		112	40		
