	111		118		120	120		
	118		125		56			
	125		132		40			
	132		139		32	140		
	139		146		64	120		
	146		153		40			
	153		160		16	140		
	160		167		96	40		
	174		181		56	140		
	181		188		8	120		
	188		195		24	140		
	202		209		16	120		
	209		216			140		
	216		223		120	120		
	223		230		40	140		
	230		237		56	120		
	237		244		64			
	244		251		32	140		
	258		265					
	265		272		120	120		
	279		286		72			
	286		293		32	140		
	293		300		24			
	307		314		88	120		
	314		321		112			
	321		328		40			
	328		335					
	335		342		24	140		
	349		356		16	120		
	356		363		72	140		
	370		377		32			
	377		384		64	120		
	384		391		40			
	398		405		120	80		
	405		412		16	140		
	412		419		32	120		
	419		426		40			
	426		433		16	140		
	433		440		96	40		
	6	112	13	132	8	120		
	13		20		112			
	20		27		32			
	34		41		112			
	41		48		120			
	48		55		56	140		
	62		69		24			
	69		76		40	120		
	76		83		16	140		
	83		90		48			
	90		97		40	120		
	97		104		24	140		
	111		118		8	120		
	118		125		24	140		
	132		139					
	139		146		40	120		
	146		153		112			
	153		160		32	140		
	160		167		16			
	167		174		72			
	181		188		120	120		
	188		195		112			
	202		209		32	140		
	209		216		64	120		
	216		223		40			
	230		237		24	80		
	237		244		8	120		
	244		251		112			
	251		258		32	140		
	258		265		64	120		
	265		272		8			
	272		279		16	140		
	279		286		8	120		
	286		293		112			
	300		307		48			
	307		314		16	140		
	314		321		120	120		
	321		328		112			
	328		335		32	140		
	335		342		72	120		
	342		349		40			
	349		356		16	140		
	356		363		112	40		
	0	154	450	286	0	154	ffffff	/pictures/2005.png
	6	156	13	176	8	80	ff0000	/fonts/title.png
	13		20		96	120		
	20		27		32	140		
	27		34		64	120		
	34		41		120			
	41		48		40	140		
	48		55		56	120		
	55		62		64			
	69		76		32			
	76		83		72			
	83		90		24	140		
	90		97		120	120		
	97		104		16	140		
	104		111		56	120		
	111		118		8			
	118		125		112			
	125		132		72			
	132		139		80	140		
	139		146		40	120		
	146		153		32			
	160		167		8			
	167		174		112			
	174		181		32			
	188		195			140		
	195		202		64	120		
	202		209		72			
	209		216		112			
	216		223		96			
	223		230		72	140		
	237		244		32	120		
	244		251		72			
	251		258		24	140		
	258		265		0			
	265		272		40	120		
	272		279		16	140		
	279		286		24			
	286		293		40	120		
	293		300		32			
	307		314		8			
	314		321		96			
	321		328		120			
	328		335		112			
	335		342		56			
	349		356		32	140		
	356		363		64	120		
	363		370		40			
	6	178	13	198	96	80		
	13		20		120	120		
	20		27		24	140		
	27		34		104	40		
	34		41		24	100		
	41		48		40	120		
	48		55		96			
	55		62		8			
	62		69		24			
	69		76		32	140		
	76		83		120	120		
	83		90		24	140		
	97		104		96	120		
	104		111		72			
	111		118		112			
	118		125		40			
	125		132		96	40		
	139		146		32	140		
	146		153		64	120		
	153		160		40			
	167		174		56	80		
	174		181		8	120		
	181		188		72			
	188		195		32	140		
	195		202		120	120		
	202		209		16	140		
	209		216		72	120		
	223		230		112			
	230		237		8			
	237		244		48	140		
	244		251		72			
	258		265			120		
	265		272		112			
	272		279		24	140		
	279		286		40			
	286		293		96	120		
	293		300		8			
	300		307		32	140		
	307		314		40	120		
	314		321		24	140		
	328		335		32			
	335		342		64	120		
	342		349		40			
	356		363		120	80		
	363		370		16	140		
	370		377		32	120		
	377		384		40			
	384		391		16	140		
	398		405		48	120		
	405		412		16	140		
	412		419		120	120		
	419		426		104			
	6	200	13	220	32	140		
	13		20		64	120		
	20		27		40			
	34		41		120			
	41		48		32	140		
	48		55		64	120		
	55		62		40			
	62		69		16	140		
	76		83		24			
	83		90		0			
	90		97		8	120		
	97		104		24			
	104		111		40			
	111		118		104	40		
	118		125		48	120		
	125		132		8			
	132		139		16	140		
	139		146		72	120		
	146		153		112			
	153		160		56			
	167		174		24			
	174		181		72			
	181		188		48	140		
	188		195		72	120		
	195		202		96			
	202		209		72			
	209		216		80	140		
	216		223		8	120		
	223		230		32	140		
	230		237		72	120		
	237		244		120			
	244		251		112			
	251		258		24	140		
	265		272		72	120		
	272		279		112			
	286		293		32	140		
	293		300		64	120		
	300		307		40			
	314		321		56			
	321		328		8			
	328		335		96			
	335		342		8			
	342		349		24			
	349		356		32	140		
	356		363		72	120		
	363		370		24			
	377		384			140		
	384		391		120	120		
	391		398		40	140		
	398		405		32			
	405		412		64	120		
	412		419		112	40		
	426		433		32	100		
	433		440		120	120		
	6	222	13	242	16	140		
	13		20		40	120		
	20		27		8			
	27		34		24			
	34		41		64			
	48		55		40	80		
	55		62		8	120		
	62		69		16	140		
	69		76		32			
	76		83		64	120		
	83		90		96	40		
	97		104		32	140		
	104		111		64	120		
	111		118		40			
	125		132		64			
	132		139		40	140		
	139		146		104	120		
	146		153		8			
	153		160		112			
	160		167		24	140		
	174		181		104	120		
	181		188		40	140		
	188		195		24			
	195		202		32			
	209		216		48	120		
	216		223		72			
	223		230		16	140		
	230		237		24			
	237		244		32			
	251		258		0			
	258		265		40			
	265		272		112	120		
	272		279		24			
	279		286		64			
	293		300		8			
	307		314		64			
	314		321		120			
	321		328		96			
	328		335		40			
	342		349		32	140		
	349		356		64	120		
	356		363		16	140		
	363		370		120	120		
	370		377		40	140		
	377		384		56	120		
	384		391		64			
	398		405		32	140		
	405		412		64	120		
	412		419		40			
	6	244	13	264	16			
	13		20		8			
	20		27		24	140		
	27		34		40	120		
	34		41		24	140		
	48		55		32			
	55		62		64	120		
	62		69		8			
	69		76		32	140		
	83		90		24	120		
	90		97		120			
	97		104		104			
	104		111		0	140		
	111		118		16			
	118		125		72	120		
	125		132		24	140		
	132		139		40	120		
	146		153		32	140		
	153		160		64	120		
	160		167		72			
	167		174		24	140		
	181		188		56	80		
	188		195		8	120		
	195		202		72			
	202		209		32	140		
	209		216		120	120		
	216		223		16	140		
	223		230		72	120		
	237		244		16			
	244		251		120			
	251		258		16	140		
	258		265		32	120		
	265		272		40			
	272		279		16	140		
	286		293		80			
	293		300		120	120		
	300		307		112			
	307		314		40			
	314		321		112	40		
	0	286	450	374	0	286	ffffff	/pictures/2005.png
	6	288	13	308	40	100	ff0000	/fonts/title.png
	13		20		112	120		
	20		27		32			
	27		34		40			
	34		41		16	140		
	48		55		32			
	55		62		64	120		
	62		69		40			
	76		83		56			
	83		90		40	140		
	90		97		72	120		
	97		104		32			
	104		111		8			
	111		118		112			
	118		125		24			
	125		132		40			
	139		146		120			
	146		153		48			
	160		167		32	140		
	167		174		64	120		
	174		181		40			
	188		195		72	80		
	195		202		24	140		
	202		209		64	120		
	209		216		72			
	216		223		104			
	223		230		8			
	230		237		112			
	237		244		24	140		
	244		251		96	40		
	258		265		32	140		
	265		272		64	120		
	272		279		40			
	286		293		64			
	293		300		40	140		
	300		307		104	120		
	307		314		8			
	314		321		112			
	321		328		24	140		
	335		342		96	120		
	342		349		8			
	349		356		40	140		
	356		363		112	120		
	363		370		24			
	370		377		64			
	384		391		32	140		
	391		398		64	120		
	398		405		40			
	405		412		72			
	412		419		16	140		
	6	310	13	330	72	120		
	13		20		112			
	20		27		72			
	27		34		32	140		
	34		41		72	120		
	41		48		8			
	48		55		96			
	62		69		24	140		
	69		76		32			
	76		83		16			
	83		90		72	120		
	90		97		88			
	97		104		40			
	111		118		8			
	118		125		56			
	125		132		8			
	132		139		72			
	139		146		112			
	146		153		24	140		
	153		160		32			
	167		174					
	174		181		64	120		
	181		188		40			
	195		202		56	80		
	202		209		8	120		
	209		216		72			
	216		223		32	140		
	223		230		120	120		
	230		237		16	140		
	237		244		72	120		
	244		251		96	40		
	258		265		8	120		
	265		272		112			
	272		279		32			
	286		293			140		
	293		300		40	120		
	300		307		24	140		
	307		314		32			
	321		328					
	328		335		64	120		
	335		342		40			
	342		349		72			
	349		356		16	140		
	363		370		0			
	370		377		16			
	377		384		120	120		
	384		391		56	140		
	391		398		40	120		
	398		405		24	140		
	405		412					
	419		426		72	120		
	426		433		112			
	6	332	13	352	16			
	13		20		8			
	20		27		32	140		
	27		34					
	34		41		96	120		
	41		48		40			
	55		62		48			
	62		69		120			
	69		76		16	140		
	83		90		32			
	90		97		64	120		
	97		104		40			
	111		118		48			
	118		125		72			
	125		132		16	140		
	132		139		24			
	139		146		32			
	153		160					
	160		167		72	120		
	167		174		104			
	174		181		40			
	181		188		112	40		
	195		202		56	100		
	202		209		72	120		
	209		216		32	140		
	216		223		64	120		
	230		237		8			
	237		244		96			
	244		251		104			
	251		258		120			
	258		265		24	140		
	265		272		32			
	279		286		112	120		
	286		293		120			
	293		300		32	140		
	300		307		64	120		
	307		314		72			
	314		321		112			
	321		328		56			
	335		342		32	140		
	342		349		120	120		
	356		363		96			
	363		370		120			
	370		377		24	140		
	377		384		40	120		
	384		391		96	40		
	398		405		32	140		
	405		412		64	120		
	412		419		40			
	6	354	13	374	24			
	13		20		16	140		
	20		27		40	120		
	27		34		56	140		
	41		48		120	120		
	48		55		48			
	62		69		32	140		
	69		76		64	120		
	76		83		40			
	90		97		8	80		
	97		104		16	140		
	104		111		40	120		
	111		118		24	140		
	125		132		16	120		
	132		139			140		
	139		146		8	120		
	146		153		24			
	153		160		40			
	160		167		24	140		
	174		181		72	120		
	181		188		32	140		
	188		195		24			
	195		202		40	120		
	202		209		96			
	209		216		48			
	223		230					
	230		237		120			
	237		244		16	140		
	251		258		24	120		
	258		265		120			
	265		272		112			
	272		279		48			
	279		286		16	140		
	286		293		120	120		
	293		300		112			
	300		307		32	140		
	307		314		8	120		
	314		321		32	140		
	321		328		72	120		
	328		335		120			
	335		342		112			
	342		349			40		
